kDa	P1:1	P1:2	P1:3	P1:4	P1:5	P1:6	P1:7	P2:1	P2:2	P2:3	P2:4	P2:5	P2:6	P2:7
55.5255	449.6829	1373.7488	1752.263	1057.7526	1325.0251	1712.5837	1505.8337	 	834.2558	452.3138	519.8283	1743.2671	315.4392	2.7169
55.8406	449.6474	1405.5541	1625.1093	1000.7445	1316.2405	1571.4713	1430.0646	 	833.9858	438.1032	518.9127	1738.6203	319.6714	5.3014
56.1557	470.7274	1324.7053	1440.9596	916.2444	1220.5387	1531.8855	1336.7807	 	819.7902	406.8888	528.4467	1745.164	311.6139	5.7907
56.4708	494.5154	1171.2304	1393.1199	963.4913	1138.8784	1586.0556	1245.1558	 	813.0429	405.3527	516.7511	1716.7141	317.2805	3.2019
56.7859	501.6909	1086.3866	1410.6842	967.0516	1177.5053	1545.7277	1201.1012	 	786.4547	399.415	503.9214	1661.9976	318.8024	5.3626
57.101	517.7313	1015.634	1427.5362	837.8469	1220.989	1401.8789	1153.3673	 	757.1812	402.0092	473.9127	1614.3485	308.5397	11.1936
57.4161	533.9172	955.0098	1420.0184	752.7137	1203.5967	1309.4656	1118.1846	 	745.0364	395.9171	464.2129	1566.3721	288.4258	8.8553
57.7312	569.2293	969.9892	1389.1658	744.5537	1084.0205	1257.562	1138.6486	 	730.3814	374.9407	447.955	1519.1302	277.0236	6.8119
58.0464	592.1976	1018.8614	1373.6323	738.1386	1046.1855	1271.7	1149.5979	 	717.8958	372.5978	443.2796	1474.4481	279.4152	6.7898
58.3615	620.7302	967.8876	1386.4875	808.7166	1034.553	1294.9313	1204.0387	 	699.8883	371.3446	426.6677	1447.69	274.7526	12.3195
58.6766	643.186	920.6116	1438.7327	926.4963	1023.9057	1255.72	1318.5293	 	685.7932	367.666	438.2794	1474.8142	272.731	12.236
58.9917	651.6596	955.8522	1472.1003	873.2385	1150.8779	1238.0669	1352.4961	 	677.8639	371.1761	445.9147	1467.1041	272.4891	13.4042
59.3068	664.224	925.2939	1482.6941	841.8917	1201.8447	1257.0939	1519.2256	 	681.2607	377.8528	434.1891	1435.5937	262.0555	12.9198
59.6219	695.6559	908.7421	1532.4461	837.9794	1140.1367	1305.0079	1502.9715	 	672.9472	385.2341	438.6108	1429.5379	265.5944	13.3701
59.937	738.96	897.9109	1554.3176	819.6718	1071.4559	1292.1179	1463.3141	 	675.3356	383.8115	445.8221	1436.1853	271.1391	17.3912
60.2521	774.8694	908.5747	1582.1546	820.3304	1043.3085	1252.2337	1528.2957	 	655.9456	385.2903	438.1298	1431.832	264.9781	13.9202
60.5672	807.0043	911.7396	1717.4002	843.153	1067.4414	1271.5377	1550.2748	 	634.9486	389.7617	449.6451	1422.1793	287.0822	16.7956
60.8823	842.9846	960.0896	1835.0974	923.1072	1164.507	1313.5909	1459.5134	 	640.7444	397.4349	457.7378	1415.6508	304.2155	19.9739
61.1974	896.1539	957.2125	1853.2884	951.9471	1274.6726	1298.4445	1421.8938	 	639.7971	415.5738	458.7241	1403.395	303.0304	26.9908
61.5125	949.3815	946.2095	1890.9145	945.9819	1262.7125	1312.0255	1437.6276	 	634.9538	438.5462	481.0542	1395.516	307.7624	29.6796
61.8276	1041.7744	949.6127	1936.2049	1001.2386	1226.3942	1411.4327	1326.6358	 	641.3263	454.8968	469.7636	1398.9529	325.7171	41.2835
62.1428	1119.6466	1009.1889	1974.2244	1025.9597	1302.1355	1480.6656	1330.8139	 	635.9032	470.7514	479.7344	1419.2276	347.8831	52.1503
62.4579	1233.5976	1089.0312	2110.3307	1043.8654	1396.38	1593.7172	1343.7891	 	665.0077	493.8139	488.0794	1461.2428	353.9571	60.3193
62.773	1408.781	1177.0777	2101.3585	1067.4524	1406.4654	1647.9211	1409.6035	 	683.9127	534.6971	517.6812	1491.1565	376.8734	77.7757
63.0881	1604.2129	1262.8733	2075.5035	1096.6268	1404.3294	1718.4905	1552.1233	 	692.5541	570.713	547.0412	1522.8984	411.8004	86.3069
63.4032	1852.9236	1356.9904	2028.4957	1157.0829	1522.3363	1763.1904	1607.8892	 	726.4756	620.7348	572.6941	1580.4456	438.6371	109.5016
63.7183	2267.0708	1443.9468	2051.6472	1182.6995	1718.2503	1720.4913	1634.0339	 	775.9731	652.3646	607.6443	1622.6165	460.875	144.6709
64.0334	2791.3454	1544.9835	2142.3133	1189.2376	1784.5569	1765.4482	1643.5049	 	812.4833	703.2736	625.3585	1684.712	515.8398	184.8798
64.3485	3454.4975	1692.9327	2109.8585	1210.7121	1744.4254	1910.1409	1680.8937	 	849.8696	728.8797	649.7041	1730.6153	542.2113	209.4062
64.6636	4221.9807	1767.4009	2112.2508	1210.9455	1791.4648	1948.3994	1672.7259	 	902.5622	768.2177	683.9182	1800.0833	583.3016	247.9076
64.9787	5102.4892	1696.9252	2118.2018	1199.6992	1783.1135	1882.6314	1601.6865	 	940.1323	777.1301	713.4343	1841.8467	601.7568	273.9603
65.2938	6055.3628	1639.5241	2212.0364	1180.7669	1724.6234	1847.1344	1656.796	 	984.5663	813.3039	731.5549	1885.3067	631.0736	293.1387
65.6089	6813.0813	1693.2962	2302.5098	1145.29	1878.1839	1873.2928	1778.219	 	1053.7934	831.2688	745.9661	1899.8633	656.1443	317.3699
66.0276	7172.5348	1759.5706	2357.7964	1177.3623	2020.4114	1874.1451	1860.8944	 	1112.3207	835.8698	769.6007	1905.4229	670.8093	349.5846
66.7417	7127.1853	1754.7488	2543.8073	1233.3997	1996.5268	1935.6762	1887.9191	 	1151.7432	851.0686	796.4985	1929.1553	690.2285	363.045
67.7003	6612.0664	1686.8459	2770.1991	1242.0181	1913.8322	1940.7424	1783.9526	 	1172.4198	865.3381	812.0943	1953.1639	735.7703	366.7045
68.667	5741.9401	1663.1679	2831.7799	1292.7719	1939.2887	2046.1187	1682.0108	 	1188.6953	854.7958	810.6421	1971.0556	725.3433	369.1304
69.6337	4704.6014	1634.6136	2871.2403	1365.6906	1896.5366	2135.515	1674.1797	 	1203.4992	834.4117	802.6891	1953.5535	712.4468	377.4296
70.6004	3787.0568	1631.5724	2914.2909	1448.8622	1887.5054	2221.5759	1792.5598	 	1211.1236	820.0041	800.5522	1915.5659	710.3872	375.4985
71.5671	3018.6767	1639.3479	3003.0179	1523.0453	1940.401	2390.4307	1855.0381	 	1207.3889	810.8134	814.3798	1901.009	718.3588	371.5444
72.5338	2413.0514	1652.9198	3173.1978	1562.1272	1872.1006	2515.2844	1964.1407	 	1198.9951	797.4074	806.5366	1898.7425	695.8193	364.3041
73.5004	1983.5959	1705.1586	3412.6163	1591.0095	1808.721	2590.4673	2154.4186	 	1170.8383	754.9367	785.3252	1868.6669	674.2133	342.0161
74.4671	1660.8254	1845.7177	3712.4872	1611.4987	1906.9703	2763.8442	2236.9704	 	1122.6493	728.3342	745.7864	1828.4295	651.2421	308.5535
75.4338	1433.0098	2015.2008	4067.7217	1744.1243	2153.2206	2869.2358	2300.9036	 	1100.7039	693.1051	735.9944	1774.9598	631.633	280.8361
76.4005	1240.4719	2147.4288	4281.5194	1914.1588	2323.6495	2964.2701	2350.9586	 	1053.3416	649.519	697.7952	1727.4216	595.102	251.8978
77.3672	1104.2024	2163.1921	4480.4123	2031.3889	2394.4268	3173.9377	2421.959	 	994.2826	622.7677	668.0613	1687.2857	559.3111	217.141
78.3339	1014.662	2374.8234	4730.7865	2153.2489	2453.3871	3579.7165	2556.136	 	955.7546	590.8107	625.3987	1656.4188	536.8463	186.7492
79.3005	960.6366	2693.5275	5147.3265	2275.5087	2548.0888	4024.7839	2761.771	 	894.5112	550.5538	588.6871	1596.9308	504.4045	155.1843
80.2672	921.5393	2896.2579	5580.1989	2423.913	2684.0453	4318.6696	2931.2512	 	857.7361	525.8614	569.8522	1531.4523	469.2191	118.9404
81.2339	914.0698	3062.1415	5902.3307	2387.4475	2774.4925	4664.0136	3251.3532	 	804.997	501.7292	537.1867	1485.3601	435.7389	84.8529
82.2006	921.5541	3341.7917	6386.753	2536.28	2979.0111	5210.6093	3567.5624	 	781.398	465.3709	525.5115	1463.1335	399.2026	57.6226
83.1673	915.0754	3662.6953	7089.9844	2740.9479	3016.3379	5534.8351	3537.2056	 	751.769	436.6008	477.7912	1429.6248	360.5398	42.861
84.1339	921.703	4117.125	7603.6192	2653.6917	3128.3024	5655.7957	3473.0856	 	715.8176	416.6155	450.5919	1411.1113	338.5454	30.8664
85.1006	928.5689	4483.4662	7823.6122	2699.892	3361.1472	5901.9938	3563.1953	 	709.2646	403.4861	451.09	1394.832	334.0069	23.5518
86.0673	920.7923	4692.9811	7891.8283	2640.7984	3603.3221	6055.4988	3623.8035	 	676.222	399.8032	447.5601	1364.4875	318.4925	19.1309
87.034	901.1926	4880.6902	7712.424	2686.795	3529.1366	6207.6211	3601.5248	 	668.8828	396.4267	428.8894	1362.1203	307.3483	13.9101
88.0007	900.337	5204.7568	7608.5749	2818.6566	3507.9823	6364.3562	3629.0403	 	668.0711	388.7923	430.5612	1359.3652	300.0852	17.9533
88.9674	884.8466	5514.0478	7698.392	2822.734	3540.0067	6391.0403	3734.1138	 	671.4284	373.5497	430.6796	1344.776	287.1755	23.273
89.934	881.1947	5598.1284	7679.0975	2808.8897	3495.43	6483.9341	3744.1742	 	675.0383	387.3506	424.7745	1355.5908	290.0465	25.7343
90.9007	887.804	5605.188	7657.2509	2798.9859	3575.7716	6406.5704	3743.877	 	669.5533	394.7915	421.8317	1365.0957	289.4891	24.1455
91.8674	893.0397	5806.7456	7720.8917	2884.9128	3715.0497	6507.6601	3625.8191	 	667.4515	392.322	419.2415	1358.4152	289.1193	26.3289
92.8341	869.3886	5999.709	7804.4858	2746.0817	3821.7879	6437.5903	3449.1265	 	656.0326	412.2828	431.781	1368.1036	298.2385	16.8106
93.8008	857.365	6055.7056	7421.0466	2655.1375	3877.2186	6179.1051	3497.8237	 	652.1474	424.7313	431.1353	1379.3767	307.8104	16.968
94.7675	841.6107	5946.4978	6922.2967	2761.3045	3744.3203	6169.2826	3438.373	 	663.2972	443.5868	439.2322	1379.1152	313.1383	36.5354
95.7341	834.7744	5612.5837	6586.4749	2686.0038	3539.9861	6052.2686	3342.4097	 	662.1292	473.5445	442.9102	1371.6871	329.7013	45.7554
96.7008	855.6643	5397.1614	6520.374	2570.7261	3459.5508	5775.5295	3296.794	 	671.876	516.3564	451.1857	1391.937	355.9892	62.2702
97.6675	890.7276	5065.1527	6339.5652	2581.3225	3373.3315	5785.0304	3239.7574	 	685.6681	533.8051	475.5129	1445.845	399.0447	78.6428
98.6342	939.3777	4809.6999	6133.2308	2517.5146	3233.032	5744.8221	3107.5141	 	701.319	574.6618	491.9307	1467.1457	431.4486	109.6963
99.6009	1000.5992	4760.4396	6014.049	2367.6841	3123.8408	5351.9823	3016.1359	 	720.7949	649.1466	512.4266	1485.163	458.1195	138.7608
100.5676	1091.8609	4577.1404	5751.4294	2182.7707	3039.8682	4917.4813	2773.0188	 	744.6751	699.8873	538.3214	1527.8291	504.3246	177.375
101.5342	1220.1563	4258.1865	5250.7976	2077.4941	2902.6021	4683.8299	2674.7922	 	774.8751	746.3527	567.1797	1559.8782	569.6404	234.6876
102.5009	1368.5933	3979.8127	5043.7566	1950.2041	2668.4305	4239.2051	2693.9218	 	819.747	828.5578	617.7021	1630.2787	627.5555	282.2031
103.4676	1593.7557	3657.0791	4674.246	1867.3902	2604.1446	4015.5258	2802.0926	 	864.7721	900.389	666.174	1711.8492	686.2627	351.24
104.4343	1929.1051	3404.0378	4348.1838	1855.5666	2587.0441	3802.8858	2737.007	 	923.3692	960.5043	720.1931	1767.9782	743.3215	424.588
105.401	2333.6192	3084.3977	4054.7909	1877.6581	2494.4607	3658.5368	2679.8087	 	988.2612	1018.4392	773.8472	1821.8925	806.511	489.8853
106.3676	2818.2903	2716.7047	3792.4634	1781.8205	2240.6109	3428.8703	2360.027	 	1061.4315	1071.9792	830.9979	1928.7177	891.2816	566.1696
107.3343	3595.6291	2530.0269	3725.2248	1630.9904	2026.4624	3199.7849	2133.1987	 	1137.8125	1132.8591	898.8459	2014.6054	967.1495	624.8434
108.301	4531.2115	2429.1258	3460.0516	1502.5306	1879.1284	2937.39	2137.2765	 	1204.201	1202.7965	944.6107	2112.9749	1040.407	687.2971
109.2677	5782.4917	2397.1031	3066.9482	1368.2309	1755.1904	2680.1927	2057.3422	 	1255.6424	1263.3143	991.0663	2186.6716	1098.0625	769.4268
110.2344	7244.426	2298.3763	2729.2514	1313.174	1739.4567	2460.3287	1848.8137	 	1347.8576	1323.2277	1045.8173	2260.1051	1162.0661	826.5976
111.2011	8673.3921	2042.7041	2413.3769	1301.8599	1738.1898	2301.2121	1669.5368	 	1425.4068	1378.9779	1094.5996	2318.3572	1251.4935	878.8445
112.1677	9800.3061	1865.8351	2166.2614	1304.6127	1676.2769	2183.3541	1617.8868	 	1502.5765	1432.8196	1156.1192	2396.4598	1281.6459	911.0898
113.1344	10444.1975	1718.0776	1995.2805	1285.4577	1542.8291	2101.771	1606.6498	 	1582.8532	1479.0249	1196.2318	2463.5764	1347.2241	954.0879
114.1011	10602.0736	1635.3081	1918.0797	1247.9911	1542.9524	1963.7403	1660.7901	 	1640.8737	1508.8701	1231.0147	2542.7496	1400.314	999.9391
115.0683	10453.1336	1585.3147	1870.7859	1201.3468	1488.2976	1888.421	1485.278	 	1692.0635	1503.928	1258.0681	2595.1815	1427.4928	1018.2227
116.1364	10071.2966	1507.7852	1769.8918	1184.104	1403.4535	1889.6921	1503.433	 	1736.444	1499.3333	1279.2496	2614.5048	1427.4999	1005.025
117.3763	9597.7936	1463.7188	1740.8002	1131.6812	1484.9455	1836.8266	1582.3594	 	1741.9008	1486.5356	1310.3896	2622.5413	1438.4319	1015.172
118.7053	9089.3643	1482.8808	1821.6358	1174.9409	1411.1399	1777.3675	1578.3596	 	1761.3084	1455.0086	1316.9344	2666.8493	1443.0731	1000.6257
120.0342	8546.7635	1488.9907	1971.3035	1185.3247	1423.281	1817.6783	1620.3208	 	1777.8861	1458.3363	1301.9822	2630.0384	1433.2555	978.9057
121.3632	7972.9225	1415.0776	2029.869	1100.0336	1446.8872	1903.9784	1621.6842	 	1795.6382	1444.8141	1302.8793	2618.7759	1422.9832	946.9141
122.6922	7273.3255	1345.1237	1932.6754	1113.7971	1402.4216	1896.6475	1594.9589	 	1779.6908	1389.7573	1275.8905	2579.8883	1400.8234	904.8014
124.0211	6539.8262	1368.5818	1839.0517	1150.856	1456.1897	1835.5973	1542.2884	 	1736.353	1340.5285	1256.154	2511.2365	1347.8018	869.6779
125.3501	5816.9842	1404.7683	1835.462	1077.3656	1533.329	1851.52	1552.7987	 	1689.3997	1290.6905	1205.9202	2476.5934	1276.006	827.8428
126.679	5127.5684	1470.7616	1910.6397	1038.8746	1552.1004	1870.4657	1489.543	 	1645.573	1221.714	1186.1282	2424.4935	1218.5117	759.0001
128.008	4447.4269	1497.0827	1956.3588	1026.4245	1625.1186	1875.7076	1449.9967	 	1584.7185	1145.8994	1155.6326	2352.6834	1163.9352	679.004
129.3369	3895.3673	1415.5032	1922.411	990.7941	1551.779	1861.3281	1454.9277	 	1510.7633	1105.2391	1089.3019	2276.0753	1103.6435	613.3718
130.6659	3410.6914	1389.646	1888.6788	960.5889	1498.8767	1845.0914	1482.6646	 	1463.328	1059.1629	1041.1147	2210.7363	1039.1662	551.9332
131.9948	2977.4059	1435.3451	1808.3632	971.2372	1514.7245	1901.8953	1498.1432	 	1396.8873	1001.9425	1001.9472	2142.0952	964.153	496.9793
133.3238	2632.3579	1471.9351	1774.1893	1024.1478	1541.4859	1882.1041	1460.0518	 	1307.7082	951.5669	949.8699	2068.6117	911.9042	444.2728
134.6527	2344.0791	1472.5356	1804.8929	1122.6841	1548.3054	1977.2113	1452.1697	 	1252.0279	888.7409	899.724	1988.3723	850.0332	362.0596
135.9817	2136.5001	1438.4805	1882.6	1203.7965	1519.0693	2045.1257	1513.42	 	1177.5683	823.2078	842.4219	1931.4352	779.922	301.1591
137.3106	1989.9853	1390.4988	1998.3139	1175.8557	1501.4755	2010.3046	1658.3013	 	1106.4865	773.7777	792.3458	1864.658	721.0781	253.3916
138.6396	1842.2056	1380.1516	1985.6085	1159.2014	1524.7874	1941.627	1811.4368	 	1027.335	709.3033	751.3022	1804.0652	673.1672	210.6652
139.9685	1749.794	1420.1111	1912.6168	1135.7021	1524.5964	1867.0919	1775.3357	 	985.5701	640.4224	711.734	1739.3419	616.4089	159.7694
141.2975	1701.1478	1509.4408	1907.97	1142.1301	1605.2324	1779.2398	1612.9411	 	940.6483	602.8921	671.0294	1684.6238	557.9485	120.2904
142.6264	1623.8441	1488.3427	1989.194	1186.0503	1660.5536	1809.5357	1635.6276	 	879.1268	589.3749	643.1155	1647.1296	515.3095	94.637
143.9554	1554.792	1557.9454	2069.9455	1162.6452	1679.8526	1880.7828	1717.5625	 	845.708	547.6113	595.9715	1626.3164	480.8484	75.1839
145.2843	1525.8821	1547.8016	2110.2524	1229.7402	1753.55	1928.4691	1822.9352	 	856.771	513.6044	572.3379	1595.4827	446.7682	53.4093
146.6133	1498.7377	1523.1533	2145.6914	1390.3473	1814.4334	1890.7536	1879.4007	 	826.2578	503.9045	570.0192	1561.2087	414.5179	37.0927
147.9422	1499.9046	1522.2898	2141.4958	1353.2568	1852.256	1915.6155	1769.4171	 	803.6577	487.1987	554.0679	1550.9141	402.9595	37.9033
149.2712	1509.0272	1611.9815	2123.3214	1327.672	1798.375	1937.9338	1702.2016	 	799.6281	472.6934	539.0236	1539.6742	395.287	36.0703
150.6001	1481.5233	1614.2356	2174.1422	1362.9962	1746.5796	1875.6164	1802.8474	 	794.5184	468.7115	538.2231	1505.772	378.0349	28.6736
151.9291	1440.9772	1541.6984	2151.2643	1296.6713	1838.495	1962.6379	1863.1718	 	781.0082	461.199	519.4109	1488.9023	374.7892	25.9815
153.258	1411.9944	1530.4352	2155.4297	1267.6059	1847.8689	2070.9337	1803.1458	 	761.0329	469.5567	503.7609	1505.6903	369.1846	21.5484
154.587	1355.449	1596.4307	2096.0595	1347.3395	1735.9297	2207.9326	1746.766	 	760.8539	459.1135	507.1418	1499.0878	366.3586	22.0459
155.9159	1321.6284	1551.439	2017.537	1308.173	1742.1858	2261.4157	1681.2692	 	751.3145	470.8385	508.6849	1471.2624	376.6167	30.2183
157.2449	1314.3071	1464.6691	2025.5156	1246.9512	1728.6695	2247.1369	1708.9074	 	763.4025	476.263	513.8749	1474.6153	403.9101	27.457
158.5738	1288.0224	1455.9418	2071.8087	1201.1999	1608.6956	2060.7938	1734.8539	 	748.645	471.5839	507.0753	1476.6812	390.5937	28.153
159.9028	1288.6019	1446.9674	2091.1056	1148.482	1610.8412	2016.7546	1774.4125	 	741.641	471.2079	488.9928	1469.2072	396.8822	37.4947
161.2317	1305.8301	1435.2702	2208.9834	1186.2376	1677.146	2009.5012	1803.8455	 	730.9523	476.2988	484.1087	1475.544	385.9179	38.0139
162.5607	1372.7796	1387.0739	2193.6135	1280.2065	1684.7351	2155.4536	1853.7858	 	730.5711	482.5855	484.2805	1466.8347	394.9374	31.0191
163.8896	1476.7209	1400.1746	2131.4937	1314.1663	1599.7674	2216.2202	1854.0587	 	730.0004	496.8358	476.9077	1457.4614	415.6874	35.7319
165.2186	1633.2449	1442.773	2138.1236	1270.8771	1668.8392	2257.3703	1996.2227	 	736.1777	506.5083	472.9416	1455.9296	423.6956	37.1919
166.5475	1902.279	1492.5858	2106.2775	1291.7551	1723.313	2259.0092	2111.1876	 	753.3812	520.896	477.8059	1459.8992	433.7401	51.5369
167.8765	2283.6537	1546.0469	2069.3785	1366.7938	1739.8024	2134.9183	2030.8681	 	763.7407	536.1491	486.6572	1476.1462	446.7267	58.9264
169.2054	2783.656	1548.7979	2041.8977	1354.4808	1847.1388	2134.3859	1959.6823	 	775.3724	541.9095	497.4958	1476.4377	475.6372	66.7137
170.5344	3427.968	1498.2211	2027.4408	1296.2367	1960.3567	2104.7032	1896.9991	 	788.7651	551.0669	510.8282	1478.1342	484.1834	81.0413
171.8633	4137.2881	1539.9648	2018.9212	1226.7553	1921.2417	2125.3416	1906.8445	 	810.056	564.3054	515.0701	1500.198	500.3909	83.2748
173.1923	4859.9319	1573.4579	1998.0099	1251.2741	1911.6123	2048.1337	1962.0083	 	840.5242	578.7729	507.0921	1512.8496	522.7938	104.5104
174.5212	5620.5816	1495.026	1958.5217	1282.7617	1821.6793	1926.2774	1969.6899	 	851.5785	598.4978	519.3585	1529.6189	539.3508	116.1877
175.8502	6203.6193	1482.3916	2006.5673	1245.2378	1768.3673	1887.9932	1823.9024	 	869.9039	613.3697	526.9474	1516.5037	558.73	133.06
177.1791	6611.9379	1464.7578	2125.2694	1178.3451	1783.8909	1839.1752	1648.3541	 	906.6755	631.8909	530.1762	1551.4079	584.5979	147.9345
178.5081	6802.0881	1443.0405	2061.7313	1149.5736	1665.7796	1840.2677	1584.0442	 	919.1856	655.7909	537.6387	1559.4096	604.3218	162.1698
179.9053	6762.4216	1482.267	1924.3782	1150.4273	1572.3374	1851.1006	1634.895	 	948.1206	672.9275	568.1178	1576.7671	615.6003	168.8823
181.7515	6543.0222	1504.6683	1932.6475	1187.25	1523.8612	1845.9107	1675.6007	 	969.5299	691.102	565.0661	1597.1371	639.4024	178.4713
183.7252	6311.3073	1571.2556	1947.0421	1152.6393	1507.2514	1906.0519	1698.9639	 	980.4297	694.3168	559.3522	1616.5084	660.1939	183.4859
185.7094	5922.7786	1634.3991	1937.8723	1150.1342	1487.7092	1967.9153	1668.1026	 	998.3396	696.8878	546.8342	1593.9908	670.9164	186.283
187.6937	5407.4933	1754.5945	1880.8539	1161.8277	1502.6053	1922.891	1690.6656	 	1000.4337	716.4494	561.7608	1582.3815	686.4652	196.1697
189.6779	4906.7299	1822.3916	1868.6969	1257.2479	1500.6469	1831.955	1661.2266	 	1013.1786	738.7755	566.6474	1572.2821	698.4445	186.7758
191.6622	4398.6582	1851.9575	1805.3682	1317.9126	1569.037	1939.8308	1761.0657	 	1000.4346	735.8777	566.6521	1569.7901	701.5029	194.0565
193.6464	3923.7835	1927.9681	1798.0273	1318.96	1612.9605	2106.5811	1704.1092	 	999.7165	719.3606	560.1276	1568.1798	690.5945	195.2066
195.6307	3490.0444	1952.9431	1801.1934	1237.33	1666.8672	2158.6245	1744.1002	 	998.5531	730.2498	557.2346	1569.2685	698.1661	178.3895
197.615	3117.689	1999.0752	1892.7515	1251.1276	1604.9772	2244.8441	1851.1563	 	982.6593	721.6256	565.8297	1563.6565	680.4333	170.4109
199.5992	2810.6066	1894.6683	1947.3856	1234.0826	1649.3177	2236.1042	1842.0094	 	982.1749	705.1923	552.1102	1548.5347	673.1221	163.2304
201.5835	2595.393	1831.999	1919.0927	1265.2024	1655.7048	2163.5631	1768.0803	 	964.0834	715.7095	536.0527	1554.2921	681.9995	161.4373
203.5677	2481.7401	1846.4022	1882.4301	1270.2984	1680.3096	2035.8804	1769.6176	 	925.15	716.5819	539.6587	1553.0132	668.6363	160.0544
205.552	2416.4362	1881.6655	1817.5696	1255.6325	1674.3249	1938.5992	1846.57	 	903.3622	704.3681	521.848	1530.2369	645.6908	146.076
207.5362	2457.8484	1943.9247	1852.0757	1262.7568	1677.5027	1892.146	1890.985	 	887.0073	678.0626	524.0839	1475.2115	644.4597	120.7113
209.5205	2585.4386	1890.5439	1888.3569	1301.9617	1736.6734	1751.2992	1779.3681	 	855.0894	657.8539	512.394	1448.7077	623.7956	102.7787
211.5047	2813.4745	1830.6954	1847.3859	1219.7004	1685.4946	1795.7182	1700.3795	 	834.646	645.4754	501.888	1468.6015	605.9047	93.2637
213.489	3207.5941	1827.7139	1889.5355	1245.4188	1614.309	1759.8083	1694.1202	 	834.3017	635.1992	493.2326	1453.4299	580.9616	73.7695
215.4732	3712.1481	1765.4096	1932.5798	1293.764	1561.2921	1765.2843	1681.9813	 	814.3889	614.5618	478.976	1450.9167	573.6049	65.0547
217.4575	4353.0449	1721.4491	2065.5386	1294.5253	1544.2332	1769.107	1679.3675	 	813.2921	623.9308	476.5256	1434.5108	532.2695	55.0577
219.4417	5017.7418	1769.9698	2062.7207	1249.5159	1553.7266	1857.1783	1712.3021	 	791.3964	585.352	454.186	1414.3403	525.6187	47.6147
221.426	5672.2396	1760.5595	1936.2372	1236.7085	1538.5592	1845.4765	1897.9526	 	774.1176	563.771	456.6955	1401.3499	500.4975	43.4388
223.4102	6318.9424	1776.4314	1776.1836	1240.3477	1525.5194	1886.0959	1920.8029	 	760.5297	556.5953	464.9446	1387.3019	488.9219	35.2415
225.3945	6788.6401	1789.5103	1690.707	1258.0775	1505.978	1882.2517	1834.7979	 	768.7525	553.3384	458.7702	1374.4995	484.7298	32.5241
227.3787	7104.2718	1749.2287	1664.0103	1186.9404	1533.759	1943.5368	1870.9313	 	750.455	546.8128	439.8674	1363.837	468.3488	28.8519
229.363	7268.0195	1742.3042	1677.4325	1130.5389	1589.3993	1933.5861	1866.8877	 	739.313	532.3683	447.1503	1360.4033	437.7506	22.3305
